name,proline count,arginine count,lysine count,r/k ratio,aliphatic percent sum,aromaticity,flexibility sum,flexibility_avg,gravy
otsa-Acaryochloris_marina_MBIC11017.fa_COG0380.faa.final_tree.fa___hmms___ab7643cdab44b90dad8b430173699d423f632cf9249d59a76071dd46,22,23,30,0.7666666666666667,0.31000000000000005,0.106,489.51896428571405,0.9969836339831243,-0.2348000000000006
otsa-Acaryochloris_marina_S15.fa_COG0380.faa.final_tree.fa___hmms___0299f036c3edcf5637ae99281a250a0a4db96042baf3fa82720c404d,23,23,31,0.7419354838709677,0.3093812375249501,0.1057884231536926,490.63826190476175,0.9972322396438247,-0.23473053892215628
otsa-Anabaena_sp_CRKS33.fa_COG0380.faa.final_tree.fa___hmms___30f53549ce652e13418ed9660d270106a5ad038b23e4c765b9690f13,32,24,23,1.0434782608695652,0.3222748815165877,0.06872037914691943,412.6341904761905,0.9991142626542143,-0.1808056872037917
otsa-Anabaena_sp_YBS01.fa_COG0380.faa.final_tree.fa___hmms___e14afc47d97899b281570c0aaa57e942aac7abb049107eec125b6476,34,29,20,1.45,0.3222748815165877,0.06872037914691943,412.52411904761914,0.9988477458780124,-0.23127962085308096
otsa-Anthocerotibacter_panamensis_C109.fa_COG0380.faa.final_tree.fa___hmms___d44c6053dc025f6357308f2d68404545d8d87e24c53c17f25531743e,34,35,9,3.888888888888889,0.31627906976744186,0.08837209302325581,418.12596428571453,0.9931733118425523,-0.22813953488372124
otsa-Arthrospira_sp_PCC_9108.fa_COG0380.faa.final_tree.fa___hmms___72397f91d78179b040e44c78a1aab511035c03864c59485ad2655fc9,21,32,30,1.0666666666666667,0.31673306772908366,0.10756972111553785,491.4082738095236,0.996771346469622,-0.2545816733067733
otsa-Calothrix_sp_NIES-3974.fa_COG0380.faa.final_tree.fa___hmms___0335dc41189a3493b74636b181ae9a9cb094bf0dc26eca06408fd23e,33,24,18,1.3333333333333333,0.32311320754716977,0.07547169811320756,413.85202380952364,0.9972337923121052,-0.19976415094339656
otsa-Candidatus_Atelocyanobacterium_thalassa.fa_COG0380.faa.final_tree.fa___hmms___8b748b2c52bc3104707d7514f8a2359e295a564ed35b14608ebbb958,17,22,34,0.6470588235294118,0.2967479674796748,0.12398373983739837,481.1142619047617,0.9960957803411216,-0.22418699186991917
otsa-Chondrocystis_sp_NIES-4102.fa_COG0380.faa.final_tree.fa___hmms___160700462a549418a7e859b225337fbc0c1068915a100e78cb16d552,23,22,31,0.7096774193548387,0.31526104417670686,0.10240963855421686,487.97666666666703,0.997907293796865,-0.2769076305220889
otsa-Crinalium_epipsammum_PCC_9333.fa_COG0380.faa.final_tree.fa___hmms___7b5b6b134a373f71c962b5458108cf9d8f90bfb36f3953afd4bae264,26,25,24,1.0416666666666667,0.33125000000000004,0.06666666666666668,471.09935714285734,1.0002109493478923,-0.251666666666667
otsa-Crocosphaera_subtropica_ATCC_51142.fa_COG0380.faa.final_tree.fa___hmms___9a086e8c4c94a4b174676daa7af4d8906c2348acb752ebee0cf8816f,19,25,35,0.7142857142857143,0.3121272365805169,0.10934393638170975,493.5508928571427,0.9990908762290338,-0.29343936381709784
otsa-Cyanobacterium_aponinum_PCC_10605.fa_COG0380.faa.final_tree.fa___hmms___33fa82d2da9dd7d3a9c387e881879d8aa8c2be8c4f9cc26e768b4c37,23,24,28,0.8571428571428571,0.30443548387096775,0.11491935483870967,485.8681904761904,0.9976759558032657,-0.2610887096774198
otsa-Cyanobacterium_sp_IPPAS_B-1200.fa_COG0380.faa.final_tree.fa___hmms___48d0d1080202e7fdfb7f30d70cd519504296a4694a57af4bbf64315e,22,27,34,0.7941176470588235,0.29411764705882354,0.11359026369168357,483.4590238095233,0.9988822805981886,-0.30831643002028447
otsa-Cyanobacterium_stanieri_PCC_7202.fa_COG0380.faa.final_tree.fa___hmms___923b046e7fee57ab9dec9081154c51f6e11ab80b84f58da5ad1dda5d,23,25,32,0.78125,0.3022312373225152,0.11359026369168357,483.3102619047614,0.9985749212908293,-0.27363083164300256
otsa-Cyanobium_sp._NIES-981.fa_COG0380.faa.final_tree.fa___hmms___f1dd9671e61fc75a26697a882d42e69d2ca98ae46fd587c1f32d479c,26,38,10,3.8,0.3101391650099404,0.09542743538767395,492.4832857142856,0.9969297281665701,-0.2284294234592449
otsa-Cyanobium_sp_NS01.fa_COG0380.faa.final_tree.fa___hmms___745af04ce78c5cdfcc6958e97a2ec5562c45fc5057d8854573ac7b0f,27,39,8,4.875,0.3061630218687873,0.09343936381709742,492.3877142857142,0.9967362637362636,-0.24532803180914545
otsa-Cyanothece_sp_PCC_7425.fa_COG0380.faa.final_tree.fa___hmms___6b4def84aab7ed060ae97cf95cadb5fb284787514b96f03e238b81ea,30,32,9,3.5555555555555554,0.350104821802935,0.06708595387840671,465.93663095238094,0.9955910917785917,-0.14297693920335466
otsa-Dactylococcopsis_salina_PCC_8305.fa_COG0380.faa.final_tree.fa___hmms___63a1b2467012429603c614ce29fa5ad0a7600e18eca3bc8811326cb2,22,30,25,1.2,0.2985971943887776,0.11022044088176353,488.81836904761883,0.9975885082604465,-0.31342685370741513
otsa-Dolichospermum_circinale_AWQC131C.fa_COG0380.faa.final_tree.fa___hmms___73c6c2add0e488010dee5e6d30915bbae6842b4ed117f430d3e4f86f,33,23,23,1.0,0.32464454976303314,0.06872037914691943,412.6011309523811,0.999034215381068,-0.19478672985782022
otsa-Dolichospermum_circinale_AWQC310F.fa_COG0380.faa.final_tree.fa___hmms___c6b77b728a96a46d77fca5d477b7cf7d73e37207a26695bc266daabd,34,22,23,0.9565217391304348,0.32701421800947866,0.06872037914691943,412.54673809523814,0.9989025135477921,-0.16777251184834144
otsa-Euhalothece_natronophila_Z-M001.fa_COG0380.faa.final_tree.fa___hmms___c2ab99f8d76128f51f8aaa9c742f6faa9da4163f70d44377130556f2,23,27,25,1.08,0.29365079365079366,0.10912698412698411,493.84829761904734,0.997673328523328,-0.34861111111111137
otsa-Fischerella_muscicola_PCC_7414.fa_COG0380.faa.final_tree.fa___hmms___1b7b73bfed468493a07c40a8287143bb3c2eecddeb461ce75ec3063f,34,28,18,1.5555555555555556,0.3136792452830188,0.07075471698113209,415.1120357142853,1.000269965576591,-0.2500000000000004
otsa-Fortiea_contorta_PCC_7126.fa_COG0380.faa.final_tree.fa___hmms___1a211b5a2bc7c820bc0011a9004097c2631495490adb1bd6c20aa2eb,34,25,21,1.1904761904761905,0.32167832167832167,0.07459207459207459,420.4561666666671,1.0010861111111122,-0.21724941724941763
otsa-Geitlerinema_sp_BBD_1991-9.fa_COG0380.faa.final_tree.fa___hmms___1956c21d3d7ca51e0d1864279068aab2958d4138911a2964c14b22b9,21,27,27,1.0,0.31274900398406374,0.10756972111553785,491.12498809523817,0.9961967304163046,-0.2747011952191238
otsa-Geitlerinema_sp_PCC_7407.fa_COG0380.faa.final_tree.fa___hmms___4bf980782fa99b67e2a5f36e64cc54e8a5cd6c015ff681cf031bca0e,22,29,31,0.9354838709677419,0.3101391650099404,0.10536779324055666,492.894166666667,0.9977614709851559,-0.26520874751491114
otsa-Geitlerinema_sp_PCC_9228.fa_COG0380.faa.final_tree.fa___hmms___5183e8829a45ba32a72fe7c1149c0ac867a787536bc6e3d576ad6701,20,30,22,1.3636363636363635,0.300990099009901,0.10693069306930693,494.1933690476189,0.9963575988863284,-0.2948514851485152
